context_variant,model,instance,test_file,test_case,num_assert_calls,oracle_methods_used,has_trycatch_assert,assert_calls,note,execution_result,llm_detected_errors,bump_bc_errors,matched_errors,missed_errors,new_errors,match_count,miss_count,new_count,error_type
Class,Qwen3-coder,BBC06,BBC06U153Test.java,test_handleRequest,2,assertNotNull|fail,True,"assertNotNull(logger) [L12] ;; fail(msg=""Logging failed with exception: "" + e.getMessage()) [L17]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U154Test.java,test_handleSubmit,0,,False,,no explicit assertion in this test method,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U156Test.java,test_handleRequest,3,assertNotNull|assertTrue|fail,True,"assertNotNull(logger) [L11] ;; assertTrue(isLoggerActive | msg=""Logger should be instantiated without errors"") [L19] ;; fail(msg=""Logging operation threw an exception: "" + e.getMessage()) [L24]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U157Test.java,test_handleSubmit,3,assertNotNull|assertTrue|fail,True,"assertNotNull(logger) [L11] ;; fail(msg=""Logging failed with exception: "" + e.getMessage()) [L17] ;; assertTrue(true) [L21]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U159Test.java,test_handleRequest,3,assertNotNull|assertTrue|fail,True,"assertNotNull(logger) [L11] ;; assertTrue(isInfoEnabled | msg=""Logger should be info-enabled"") [L20] ;; fail(msg=""Logging 'handleRequest' caused an unexpected exception: "" + e.getMessage()) [L26]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U15Test.java,test_handleGetRequest,4,assertEquals|assertNotNull|assertTrue,True,"assertNotNull(result) [L48] ;; assertEquals(""[\""storybook1\"",\""storybook2\""]"", result) [L49] ;; assertTrue(logs.contains(""handleGetRequest"")) [L53] ;; assertTrue(logs.contains(""jsonResponse: [\""storybook1\"",\""storybook2\""]"")) [L54]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U160Test.java,test_handleSubmit,2,assertNotNull|assertTrue,False,assertNotNull(logger) [L12] ;; assertTrue(true) [L18],,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U162Test.java,test_handleRequest,2,assertNotNull|assertTrue,False,"assertNotNull(logger | msg=""Logger should not be null"") [L12] ;; assertTrue(true | msg=""Logging should succeed without throwing exceptions"") [L16]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U163Test.java,test_handleSubmit,3,assertNotNull|assertTrue|fail,True,"assertNotNull(logger) [L12] ;; assertTrue(true) [L17] ;; fail(msg=""Logging statement threw an exception: "" + e.getMessage()) [L19]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U166Test.java,test_getEmojisByWordId,9,assertEquals|assertFalse|assertNotNull|assertTrue,False,"assertNotNull(emojisByWordId) [L26] ;; assertTrue(emojisByWordId.isEmpty()) [L27] ;; assertEquals(3, emojisByWordId.size()) [L35] ;; assertEquals(""😀"", emojisByWordId.get(1L)) [L36] ;; assertEquals(""📚"", emojisByWordId.get(2L)) [L37] ;; assertEquals(""📖😄"", emojisByWordId.get(3L)) [L38] ;; assertTrue(emojisByWordId.containsKey(1L)) [L41] ;; assertTrue(emojisByWordId.containsValue(""😀"")) [L42] ;; assertFalse(emojisByWordId.containsValue("""")) [L46]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U168Test.java,test_handleSubmit,6,assertEquals|assertNotNull|assertTrue,False,"assertTrue(true) [L16] ;; assertEquals(""audio/mpeg"", contentType) [L20] ;; assertEquals(Long.valueOf(120000), durationMs) [L24] ;; assertNotNull(file) [L28] ;; assertEquals(""test.mp3"", originalFileName) [L32] ;; assertNotNull(ioException) [L37]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U171Test.java,test_getEmojisByWordId,3,assertNotNull|assertTrue|fail,True,"assertNotNull(result) [L37] ;; fail(msg=""Unexpected exception during getEmojisByWordId execution: "" + e.getMessage()) [L39] ;; assertTrue(true) [L43]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U172Test.java,test_handleAddContentLabelRequest_emptyStringValues,2,assertTrue|fail,True,"assertTrue(true) [L63] ;; fail(msg=""Logging should not throw an exception with empty strings but did: "" + e.getMessage()) [L65]",,ERROR,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,ClassNotFoundException|MojoFailureException,,1,2,0,crash
Class,Qwen3-coder,BBC06,BBC06U172Test.java,test_handleAddContentLabelRequest_nominalCase,2,assertTrue|fail,True,"assertTrue(true) [L27] ;; fail(msg=""Logging should not throw an exception but did: "" + e.getMessage()) [L29]",,ERROR,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,ClassNotFoundException|MojoFailureException,,1,2,0,crash
Class,Qwen3-coder,BBC06,BBC06U172Test.java,test_handleAddContentLabelRequest_specialCharacters,2,assertTrue|fail,True,"assertTrue(true) [L81] ;; fail(msg=""Logging should not throw an exception with special characters but did: "" + e.getMessage()) [L83]",,ERROR,NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,ClassNotFoundException|MojoFailureException,,1,2,0,crash
Class,Qwen3-coder,BBC06,BBC06U172Test.java,test_handleAddContentLabelRequest_withNullValues,2,assertTrue|fail,True,"assertTrue(true) [L45] ;; fail(msg=""Logging should not throw an exception with null values but did: "" + e.getMessage()) [L47]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U173Test.java,test_handleRemoveContentLabelRequest,2,assertNotNull|assertTrue,False,assertNotNull(logger) [L21] ;; assertTrue(logger instanceof org.apache.logging.log4j.Logger) [L22],,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U174Test.java,test_handleRequest,3,assertNotNull|assertTrue|fail,True,"assertNotNull(logger) [L11] ;; assertTrue(true) [L15] ;; fail(msg=""Unexpected exception: "" + e.getMessage()) [L17]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U179Test.java,test_handleSubmit,3,assertEquals|assertNotNull,True,"assertNotNull(e.getMessage()) [L25] ;; assertEquals(""Test IO Exception"", e.getMessage()) [L26] ;; assertNotNull(logger) [L30]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U182Test.java,test_handleRequest,0,,False,,no explicit assertion in this test method,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U183Test.java,test_getEmojisByWordId,8,assertEquals|assertNotNull|assertTrue,False,"assertNotNull(logger | msg=""Logger should not be null"") [L42] ;; assertNotNull(result | msg=""Result map should not be null"") [L45] ;; assertEquals(3, result.size() | msg=""Map should contain 3 entries"") [L48] ;; assertEquals(""😀"", result.get(1L) | msg=""Word ID 1 should map to 😀"") [L49] ;; assertEquals(""😀😁"", result.get(2L) | msg=""Word ID 2 should map to 😀😁"") [L50] ;; assertEquals("""", result.get(3L) | msg=""Word ID 3 should map to empty string"") [L51] ;; assertTrue(result.keySet().containsAll(expectedKeys) | msg=""Map should only contain expected keys"") [L58] ;; assertEquals(expectedKeys.size(), result.keySet().size() | msg=""Map should not contain extra keys"") [L59]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U184Test.java,test_handleAddContentLabelRequest,4,assertEquals|assertNotNull|assertTrue|fail,True,"assertTrue(true) [L20] ;; fail(msg=""Expected NumberFormatException"") [L30] ;; assertEquals(""For input string: \""invalid\"""", e.getMessage()) [L32] ;; assertNotNull(logger) [L36]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U185Test.java,test_handleRemoveContentLabelRequest,1,assertTrue,False,"assertTrue(true | msg=""Logging should not throw exceptions"") [L20]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U187Test.java,test_handleSubmit,5,assertEquals|assertTrue,True,"assertTrue(true) [L15] ;; assertEquals(""Test IO exception"", e.getMessage()) [L22] ;; assertEquals(""image/png"", contentType) [L31] ;; assertEquals(""test.png"", originalFileName) [L34] ;; assertEquals(500, width) [L37]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U190Test.java,test_handleRequest,2,assertTrue|fail,True,"assertTrue(true) [L14] ;; fail(msg=""Logging failed with exception: "" + e.getMessage()) [L16]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U196Test.java,test_handleAddContentLabelRequest,2,assertTrue|fail,True,"fail(msg=""Logging failed with exception: "" + e.getMessage()) [L20] ;; assertTrue(true | msg=""Logger should accept string parameters without throwing exceptions"") [L24]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U197Test.java,test_handleRemoveContentLabelRequest,2,assertNotNull|assertTrue,False,"assertNotNull(logger | msg=""Logger should be created successfully"") [L13] ;; assertTrue(true | msg=""Logging statements executed without exception"") [L23]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U198Test.java,test_handleRequest,1,assertTrue,False,assertTrue(true) [L16],,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U202Test.java,test_getEmojisByWordId,5,assertFalse|assertNotNull|assertTrue,False,assertNotNull(entry.getKey()) [L19] ;; assertNotNull(entry.getValue()) [L20] ;; assertFalse(entry.getValue().isEmpty()) [L21] ;; assertTrue(emojisByWordId.isEmpty()) [L26] ;; assertFalse(emojisByWordId.isEmpty()) [L28],,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U203Test.java,test_handleRequest,3,assertEquals|assertNotNull|fail,True,"assertNotNull(logger) [L11] ;; fail(msg=""Logging failed with exception: "" + e.getMessage()) [L17] ;; assertEquals(BBC06U203Test.class.getName(), logger.getName()) [L21]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U204Test.java,test_handleSubmit,3,assertNotNull|assertTrue|fail,True,"assertNotNull(logger) [L11] ;; fail(msg=""Logging failed with exception: "" + t.getMessage()) [L17] ;; assertTrue(true) [L20]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U207Test.java,test_getEmojisByWordId,5,assertEquals|assertFalse|assertNotNull|assertTrue,False,"assertNotNull(result) [L20] ;; assertFalse(result.isEmpty()) [L21] ;; assertTrue(result.containsKey(wordId)) [L22] ;; assertEquals(emojiGlyphs, result.get(wordId)) [L23] ;; assertEquals(1, result.size()) [L24]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U208Test.java,test_handleRequest,3,assertNotNull|assertTrue|fail,True,"assertNotNull(logger) [L11] ;; fail(msg=""Logging failed with exception: "" + t.getMessage()) [L17] ;; assertTrue(logger instanceof org.apache.logging.log4j.Logger) [L21]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U209Test.java,test_handleSubmit,2,assertNotNull|assertTrue,False,assertNotNull(logger) [L11] ;; assertTrue(logger instanceof org.apache.logging.log4j.Logger) [L14],,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U212Test.java,test_handleSubmit,2,assertNotNull|assertTrue,False,assertNotNull(logger) [L11] ;; assertTrue(true) [L21],,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U213Test.java,test_handleSubmit,5,assertNotNull|fail,True,"assertNotNull(logger | msg=""Logger should not be null"") [L13] ;; fail(msg=""Logging simple message should not throw exception: "" + e.getMessage()) [L19] ;; fail(msg=""Logging with string concatenation should not throw exception: "" + e.getMessage()) [L27] ;; fail(msg=""Logging numeric values should not throw exception: "" + e.getMessage()) [L35] ;; fail(msg=""Logging null objects should not throw exception: "" + e.getMessage()) [L43]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U214Test.java,test_handleSubmit,1,assertTrue,False,assertTrue(true) [L20],,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U215Test.java,test_handleSubmit,4,assertEquals|assertNotNull|fail,True,"assertNotNull(logger | msg=""Logger should be initialized"") [L20] ;; assertEquals(LogManager.getLogger().getClass(), logger.getClass() | msg=""Logger class should match Log4j Logger"") [L23] ;; assertNotNull(method | msg=""Method handleSubmit should exist"") [L34] ;; fail(msg=""Detected breaking change or missing dependency related to Log4j: "" + e.getMessage()) [L42]",,ERROR,ClassNotFoundException|InvocationTargetException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,InvocationTargetException,2,1,1,crash
Class,Qwen3-coder,BBC06,BBC06U218Test.java,test_handleSubmit,3,assertNotNull|assertTrue|fail,True,"assertNotNull(logger) [L11] ;; fail(msg=""Logging operation failed unexpectedly: "" + e.getMessage()) [L17] ;; assertTrue(true) [L20]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U220Test.java,test_handleRequest,2,assertNotNull|assertTrue,False,assertNotNull(logger) [L11] ;; assertTrue(true) [L17],,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U221Test.java,test_handleSubmit,2,assertNotNull|fail,True,"assertNotNull(logger) [L11] ;; fail(msg=""Logging 'handleSubmit' threw an exception: "" + e.getMessage()) [L17]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U223Test.java,test_handleRequest,2,assertNotNull|fail,True,"assertNotNull(logger) [L11] ;; fail(msg=""Logging operation failed with exception: "" + e.getMessage()) [L18]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U224Test.java,test_handleSubmit,2,assertNotNull|fail,True,"assertNotNull(logger) [L11] ;; fail(msg=""Logging operation failed with exception: "" + e.getClass().getName() + "": "" + e.getMessage()) [L16]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U225Test.java,test_handleRequest,7,assertNotNull|assertTrue|fail,True,"assertNotNull(clazz | msg=""Class not found"") [L10] ;; assertNotNull(instance | msg=""Instance creation failed"") [L13] ;; assertNotNull(method | msg=""Method handleRequest not found"") [L16] ;; fail(msg=""Focal class failed to load, possibly due to Log4j dependency issue: "" + e.getMessage()) [L27] ;; fail(msg=""handleRequest method signature has changed: "" + e.getMessage()) [L29] ;; assertTrue(true) [L34] ;; fail(msg=""Unexpected throwable during test execution: "" + t.getClass().getName() + "": "" + t.getMessage()) [L38]",,FAILURE,AssertionError|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,NoClassDefFoundError,ClassNotFoundException|MojoFailureException,AssertionError,1,2,1,behavioral
Class,Qwen3-coder,BBC06,BBC06U227Test.java,test_handleSubmit,2,assertNotNull|fail,True,"assertNotNull(logger) [L11] ;; fail(msg=""Logging 'handleSubmit' caused an exception: "" + e.getMessage()) [L17]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U228Test.java,test_handleRequest,2,assertTrue|fail,True,"assertTrue(true) [L25] ;; fail(msg=""Logging failed with exception: "" + e.getMessage()) [L27]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U229Test.java,test_handleRequest,5,assertNotNull|fail,True,"assertNotNull(logger) [L13] ;; fail(msg=""Logging 'handleRequest' failed: "" + e.getMessage()) [L19] ;; fail(msg=""Logging exception failed: "" + e.getMessage()) [L27] ;; fail(msg=""Logging null object failed: "" + e.getMessage()) [L34] ;; fail(msg=""Logging byte array failed: "" + e.getMessage()) [L42]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U230Test.java,test_handleSubmit,3,assertNotNull|assertTrue|fail,True,"assertNotNull(logger) [L11] ;; fail(msg=""Logging failed with exception: "" + e.getMessage()) [L22] ;; assertTrue(logged | msg=""Logger should successfully log message"") [L24]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U233Test.java,test_handleRequest,7,assertEquals|assertNotNull|assertTrue,False,"assertEquals(""content/storybook/create-from-epub"", viewName) [L21] ;; assertTrue(model.containsAttribute(""storyBook"")) [L22] ;; assertTrue(model.containsAttribute(""timeStart"")) [L23] ;; assertNotNull(model.getAttribute(""storyBook"")) [L24] ;; assertTrue(model.getAttribute(""storyBook"") instanceof ai.elimu.model.content.StoryBook) [L25] ;; assertTrue((Long)model.getAttribute(""timeStart"") <= System.currentTimeMillis()) [L26] ;; assertNotNull(logger) [L30]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U237Test.java,test_unzipFiles,4,assertNotNull|assertTrue|fail,True,"assertNotNull(result | msg=""Result should not be null"") [L28] ;; assertTrue(result instanceof List | msg=""Result should be a List"") [L29] ;; assertTrue(fileList.isEmpty() | msg=""File list should be empty when IOException occurs"") [L33] ;; fail(msg=""Unexpected exception during test execution: "" + e.getMessage()) [L36]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U240Test.java,test_handleRequest,3,assertNotNull|assertTrue|fail,True,"assertNotNull(logger) [L11] ;; assertTrue(true) [L15] ;; fail(msg=""Unexpected exception when calling logger.info: "" + e.getMessage()) [L17]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U241Test.java,test_handleSubmit,3,assertNotNull|assertTrue|fail,True,"assertNotNull(logger) [L11] ;; assertTrue(true) [L15] ;; fail(msg=""Logging should not throw an exception: "" + e.getMessage()) [L17]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U245Test.java,test_handleRequest,3,assertTrue|fail,True,"fail(msg=""Expected NullPointerException due to null Model parameter"") [L13] ;; assertTrue(e.getMessage() == null || e.getMessage().contains(""null"")) [L15] ;; fail(msg=""Unexpected exception type: "" + e.getClass().getName()) [L17]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U248Test.java,test_handleRequest,4,assertNotNull|assertTrue|fail,True,"assertNotNull(logger) [L21] ;; assertTrue(logger instanceof org.apache.logging.log4j.Logger) [L22] ;; assertTrue(true) [L28] ;; fail(msg=""Unexpected exception occurred: "" + e.getMessage()) [L30]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U249Test.java,test_handleSubmit,6,assertTrue|fail,True,"assertTrue(true) [L15] ;; fail(msg=""Unexpected exception during info logging: "" + e.getMessage()) [L17] ;; assertTrue(true) [L24] ;; fail(msg=""Unexpected exception during info logging with variable: "" + e.getMessage()) [L26] ;; assertTrue(true) [L33] ;; fail(msg=""Unexpected exception during error logging: "" + e.getMessage()) [L35]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U250Test.java,test_handleRequest,2,assertEquals|assertTrue,True,"assertEquals(""content/word/pending"", result) [L18] ;; assertTrue(e instanceof NullPointerException || e instanceof IllegalStateException) [L21]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
Class,Qwen3-coder,BBC06,BBC06U252Test.java,test_autoSelectLetterSoundCorrespondences,5,assertEquals|assertNotNull,False,"assertNotNull(word.getLetterSoundCorrespondences()) [L66] ;; assertEquals(3, word.getLetterSoundCorrespondences().size()) [L67] ;; assertEquals(""c"", word.getLetterSoundCorrespondences().get(0).getLetters().get(0).getText()) [L70] ;; assertEquals(""a"", word.getLetterSoundCorrespondences().get(1).getLetters().get(0).getText()) [L71] ;; assertEquals(""t"", word.getLetterSoundCorrespondences().get(2).getLetters().get(0).getText()) [L72]",,ERROR,ClassNotFoundException|NoClassDefFoundError,ClassNotFoundException|MojoFailureException|NoClassDefFoundError,ClassNotFoundException|NoClassDefFoundError,MojoFailureException,,2,1,0,crash
