model,context_variant,bump_id,file_name,output_token,input_token
GPT4o,method,BBC27,BBC27U20Test_prompt.txt,163,923
GPT4o,method,BBC27,BBC27U210Test_prompt.txt,158,902
GPT4o,method,BBC27,BBC27U211Test_prompt.txt,175,894
GPT4o,method,BBC27,BBC27U212Test_prompt.txt,113,887
GPT4o,method,BBC27,BBC27U213Test_prompt.txt,251,895
GPT4o,method,BBC27,BBC27U214Test_prompt.txt,228,882
GPT4o,method,BBC27,BBC27U215Test_prompt.txt,440,886
GPT4o,method,BBC27,BBC27U216Test_prompt.txt,180,898
GPT4o,method,BBC27,BBC27U217Test_prompt.txt,116,890
GPT4o,method,BBC27,BBC27U218Test_prompt.txt,134,918
GPT4o,method,BBC27,BBC27U219Test_prompt.txt,190,897
GPT4o,method,BBC27,BBC27U21Test_prompt.txt,163,897
GPT4o,method,BBC27,BBC27U220Test_prompt.txt,274,900
GPT4o,method,BBC27,BBC27U221Test_prompt.txt,213,888
GPT4o,method,BBC27,BBC27U222Test_prompt.txt,244,900
GPT4o,method,BBC27,BBC27U223Test_prompt.txt,225,898
GPT4o,method,BBC27,BBC27U224Test_prompt.txt,124,910
GPT4o,method,BBC27,BBC27U225Test_prompt.txt,218,896
GPT4o,method,BBC27,BBC27U226Test_prompt.txt,171,902
GPT4o,method,BBC27,BBC27U227Test_prompt.txt,304,903
GPT4o,method,BBC27,BBC27U228Test_prompt.txt,94,888
GPT4o,method,BBC27,BBC27U229Test_prompt.txt,84,892
GPT4o,method,BBC27,BBC27U22Test_prompt.txt,144,892
GPT4o,method,BBC27,BBC27U230Test_prompt.txt,227,899
GPT4o,method,BBC27,BBC27U231Test_prompt.txt,177,892
GPT4o,method,BBC27,BBC27U232Test_prompt.txt,254,915
GPT4o,method,BBC27,BBC27U233Test_prompt.txt,236,873
GPT4o,method,BBC27,BBC27U234Test_prompt.txt,259,891
GPT4o,method,BBC27,BBC27U235Test_prompt.txt,244,897
GPT4o,method,BBC27,BBC27U236Test_prompt.txt,175,894
GPT4o,method,BBC27,BBC27U237Test_prompt.txt,256,891
GPT4o,method,BBC27,BBC27U238Test_prompt.txt,103,887
GPT4o,method,BBC27,BBC27U239Test_prompt.txt,192,892
GPT4o,method,BBC27,BBC27U23Test_prompt.txt,152,909
GPT4o,method,BBC27,BBC27U240Test_prompt.txt,241,897
GPT4o,method,BBC27,BBC27U241Test_prompt.txt,146,896
GPT4o,method,BBC27,BBC27U242Test_prompt.txt,110,890
GPT4o,method,BBC27,BBC27U243Test_prompt.txt,413,894
GPT4o,method,BBC27,BBC27U244Test_prompt.txt,185,908
GPT4o,method,BBC27,BBC27U245Test_prompt.txt,217,886
GPT4o,method,BBC27,BBC27U246Test_prompt.txt,148,898
GPT4o,method,BBC27,BBC27U247Test_prompt.txt,81,890
GPT4o,method,BBC27,BBC27U248Test_prompt.txt,217,886
GPT4o,method,BBC27,BBC27U249Test_prompt.txt,396,888
GPT4o,method,BBC27,BBC27U24Test_prompt.txt,240,937
GPT4o,method,BBC27,BBC27U250Test_prompt.txt,188,902
GPT4o,method,BBC27,BBC27U251Test_prompt.txt,85,893
GPT4o,method,BBC27,BBC27U252Test_prompt.txt,288,890
GPT4o,method,BBC27,BBC27U253Test_prompt.txt,108,897
GPT4o,method,BBC27,BBC27U254Test_prompt.txt,80,891
GPT4o,method,BBC27,BBC27U255Test_prompt.txt,227,886
GPT4o,method,BBC27,BBC27U256Test_prompt.txt,253,904
GPT4o,method,BBC27,BBC27U257Test_prompt.txt,206,883
GPT4o,method,BBC27,BBC27U258Test_prompt.txt,174,884
GPT4o,method,BBC27,BBC27U259Test_prompt.txt,189,924
GPT4o,method,BBC27,BBC27U25Test_prompt.txt,261,899
GPT4o,method,BBC27,BBC27U260Test_prompt.txt,199,901
GPT4o,method,BBC27,BBC27U261Test_prompt.txt,157,892
GPT4o,method,BBC27,BBC27U262Test_prompt.txt,250,910
GPT4o,method,BBC27,BBC27U263Test_prompt.txt,297,871
GPT4o,method,BBC27,BBC27U264Test_prompt.txt,111,893
GPT4o,method,BBC27,BBC27U265Test_prompt.txt,420,886
GPT4o,method,BBC27,BBC27U266Test_prompt.txt,114,882
GPT4o,method,BBC27,BBC27U267Test_prompt.txt,132,894
GPT4o,method,BBC27,BBC27U268Test_prompt.txt,389,904
GPT4o,method,BBC27,BBC27U269Test_prompt.txt,209,885
GPT4o,method,BBC27,BBC27U26Test_prompt.txt,85,895
GPT4o,method,BBC27,BBC27U270Test_prompt.txt,301,910
GPT4o,method,BBC27,BBC27U271Test_prompt.txt,297,871
GPT4o,method,BBC27,BBC27U272Test_prompt.txt,213,890
GPT4o,method,BBC27,BBC27U273Test_prompt.txt,295,925
GPT4o,method,BBC27,BBC27U274Test_prompt.txt,159,883
GPT4o,method,BBC27,BBC27U275Test_prompt.txt,423,888
GPT4o,method,BBC27,BBC27U276Test_prompt.txt,191,912
GPT4o,method,BBC27,BBC27U277Test_prompt.txt,352,896
GPT4o,method,BBC27,BBC27U278Test_prompt.txt,259,900
GPT4o,method,BBC27,BBC27U279Test_prompt.txt,297,930
GPT4o,method,BBC27,BBC27U27Test_prompt.txt,189,904
GPT4o,method,BBC27,BBC27U280Test_prompt.txt,127,894
GPT4o,method,BBC27,BBC27U281Test_prompt.txt,193,902
GPT4o,method,BBC27,BBC27U282Test_prompt.txt,229,901
GPT4o,method,BBC27,BBC27U283Test_prompt.txt,236,895
GPT4o,method,BBC27,BBC27U284Test_prompt.txt,99,891
GPT4o,method,BBC27,BBC27U285Test_prompt.txt,334,902
GPT4o,method,BBC27,BBC27U286Test_prompt.txt,277,909
GPT4o,method,BBC27,BBC27U287Test_prompt.txt,278,918
GPT4o,method,BBC27,BBC27U288Test_prompt.txt,246,900
GPT4o,method,BBC27,BBC27U289Test_prompt.txt,123,894
GPT4o,method,BBC27,BBC27U28Test_prompt.txt,285,901
GPT4o,method,BBC27,BBC27U290Test_prompt.txt,195,902
GPT4o,method,BBC27,BBC27U291Test_prompt.txt,286,901
GPT4o,method,BBC27,BBC27U292Test_prompt.txt,246,893
GPT4o,method,BBC27,BBC27U293Test_prompt.txt,234,911
GPT4o,method,BBC27,BBC27U294Test_prompt.txt,258,903
GPT4o,method,BBC27,BBC27U295Test_prompt.txt,288,892
GPT4o,method,BBC27,BBC27U296Test_prompt.txt,232,890
GPT4o,method,BBC27,BBC27U297Test_prompt.txt,175,894
GPT4o,method,BBC27,BBC27U298Test_prompt.txt,217,904
GPT4o,method,BBC27,BBC27U299Test_prompt.txt,109,887
GPT4o,method,BBC27,BBC27U29Test_prompt.txt,258,896
GPT4o,method,BBC27,BBC27U2Test_prompt.txt,371,1110
GPT4o,method,BBC27,BBC27U300Test_prompt.txt,233,890
GPT4o,method,BBC27,BBC27U301Test_prompt.txt,149,896
GPT4o,method,BBC27,BBC27U302Test_prompt.txt,116,890
GPT4o,method,BBC27,BBC27U307Test_prompt.txt,696,1031
GPT4o,method,BBC27,BBC27U30Test_prompt.txt,280,899
GPT4o,method,BBC27,BBC27U31Test_prompt.txt,98,890
GPT4o,method,BBC27,BBC27U32Test_prompt.txt,190,905
GPT4o,method,BBC27,BBC27U33Test_prompt.txt,187,901
GPT4o,method,BBC27,BBC27U34Test_prompt.txt,175,884
GPT4o,method,BBC27,BBC27U35Test_prompt.txt,151,881
GPT4o,method,BBC27,BBC27U36Test_prompt.txt,226,889
GPT4o,method,BBC27,BBC27U37Test_prompt.txt,337,882
GPT4o,method,BBC27,BBC27U38Test_prompt.txt,210,887
GPT4o,method,BBC27,BBC27U39Test_prompt.txt,178,894
GPT4o,method,BBC27,BBC27U3Test_prompt.txt,464,1018
GPT4o,method,BBC27,BBC27U40Test_prompt.txt,217,911
GPT4o,method,BBC27,BBC27U41Test_prompt.txt,156,901
GPT4o,method,BBC27,BBC27U42Test_prompt.txt,159,900
GPT4o,method,BBC27,BBC27U43Test_prompt.txt,420,884
GPT4o,method,BBC27,BBC27U44Test_prompt.txt,113,887
GPT4o,method,BBC27,BBC27U45Test_prompt.txt,323,888
GPT4o,method,BBC27,BBC27U46Test_prompt.txt,94,892
GPT4o,method,BBC27,BBC27U47Test_prompt.txt,232,888
GPT4o,method,BBC27,BBC27U48Test_prompt.txt,156,915
GPT4o,method,BBC27,BBC27U49Test_prompt.txt,256,888
GPT4o,method,BBC27,BBC27U4Test_prompt.txt,361,1003
GPT4o,method,BBC27,BBC27U50Test_prompt.txt,255,930
GPT4o,method,BBC27,BBC27U51Test_prompt.txt,177,899
GPT4o,method,BBC27,BBC27U52Test_prompt.txt,211,899
GPT4o,method,BBC27,BBC27U53Test_prompt.txt,179,889
GPT4o,method,BBC27,BBC27U54Test_prompt.txt,295,910
GPT4o,method,BBC27,BBC27U55Test_prompt.txt,210,902
GPT4o,method,BBC27,BBC27U56Test_prompt.txt,353,920
GPT4o,method,BBC27,BBC27U57Test_prompt.txt,180,907
GPT4o,method,BBC27,BBC27U58Test_prompt.txt,268,918
GPT4o,method,BBC27,BBC27U59Test_prompt.txt,154,944
GPT4o,method,BBC27,BBC27U5Test_prompt.txt,168,896
GPT4o,method,BBC27,BBC27U60Test_prompt.txt,180,896
GPT4o,method,BBC27,BBC27U61Test_prompt.txt,160,904
GPT4o,method,BBC27,BBC27U62Test_prompt.txt,139,901
GPT4o,method,BBC27,BBC27U63Test_prompt.txt,247,915
GPT4o,method,BBC27,BBC27U64Test_prompt.txt,183,873
GPT4o,method,BBC27,BBC27U65Test_prompt.txt,216,896
GPT4o,method,BBC27,BBC27U66Test_prompt.txt,229,894
GPT4o,method,BBC27,BBC27U67Test_prompt.txt,223,906
GPT4o,method,BBC27,BBC27U68Test_prompt.txt,107,886
GPT4o,method,BBC27,BBC27U69Test_prompt.txt,192,943
GPT4o,method,BBC27,BBC27U6Test_prompt.txt,159,883
GPT4o,method,BBC27,BBC27U70Test_prompt.txt,398,906
GPT4o,method,BBC27,BBC27U71Test_prompt.txt,127,896
GPT4o,method,BBC27,BBC27U72Test_prompt.txt,269,886
GPT4o,method,BBC27,BBC27U73Test_prompt.txt,289,921
GPT4o,method,BBC27,BBC27U74Test_prompt.txt,319,929
GPT4o,method,BBC27,BBC27U75Test_prompt.txt,231,883
GPT4o,method,BBC27,BBC27U76Test_prompt.txt,234,883
GPT4o,method,BBC27,BBC27U77Test_prompt.txt,133,896
GPT4o,method,BBC27,BBC27U78Test_prompt.txt,240,919
GPT4o,method,BBC27,BBC27U79Test_prompt.txt,158,902
GPT4o,method,BBC27,BBC27U7Test_prompt.txt,403,887
GPT4o,method,BBC27,BBC27U80Test_prompt.txt,110,917
GPT4o,method,BBC27,BBC27U81Test_prompt.txt,236,886
GPT4o,method,BBC27,BBC27U82Test_prompt.txt,136,903
GPT4o,method,BBC27,BBC27U83Test_prompt.txt,300,910
GPT4o,method,BBC27,BBC27U84Test_prompt.txt,267,871
GPT4o,method,BBC27,BBC27U85Test_prompt.txt,260,898
GPT4o,method,BBC27,BBC27U86Test_prompt.txt,319,888
GPT4o,method,BBC27,BBC27U87Test_prompt.txt,121,893
GPT4o,method,BBC27,BBC27U88Test_prompt.txt,191,900
GPT4o,method,BBC27,BBC27U89Test_prompt.txt,258,910
GPT4o,method,BBC27,BBC27U8Test_prompt.txt,146,885
GPT4o,method,BBC27,BBC27U90Test_prompt.txt,307,871
GPT4o,method,BBC27,BBC27U91Test_prompt.txt,220,906
GPT4o,method,BBC27,BBC27U92Test_prompt.txt,187,911
GPT4o,method,BBC27,BBC27U93Test_prompt.txt,229,923
GPT4o,method,BBC27,BBC27U94Test_prompt.txt,235,893
GPT4o,method,BBC27,BBC27U95Test_prompt.txt,155,941
GPT4o,method,BBC27,BBC27U96Test_prompt.txt,202,912
GPT4o,method,BBC27,BBC27U97Test_prompt.txt,249,919
GPT4o,method,BBC27,BBC27U98Test_prompt.txt,282,896
GPT4o,method,BBC27,BBC27U99Test_prompt.txt,193,923
GPT4o,method,BBC27,BBC27U9Test_prompt.txt,175,894
GPT4o,method,BBC31,BBC31U0Test_prompt.txt,557,936
GPT4o,method,BBC31,BBC31U1Test_prompt.txt,512,1106
GPT4o,method,BBC31,BBC31U2Test_prompt.txt,489,1555
GPT4o,method,BBC31,BBC31U3Test_prompt.txt,406,1003
GPT4o,method,BBC31,BBC31U4Test_prompt.txt,674,1852
GPT4o,method,BBC33,BBC33U10Test_prompt.txt,138,873
GPT4o,method,BBC33,BBC33U11Test_prompt.txt,155,881
GPT4o,method,BBC33,BBC33U12Test_prompt.txt,139,877
GPT4o,method,BBC33,BBC33U13Test_prompt.txt,172,912
GPT4o,method,BBC33,BBC33U14Test_prompt.txt,162,916
GPT4o,method,BBC33,BBC33U15Test_prompt.txt,180,887
GPT4o,method,BBC33,BBC33U16Test_prompt.txt,155,892
GPT4o,method,BBC33,BBC33U17Test_prompt.txt,125,893
GPT4o,method,BBC33,BBC33U18Test_prompt.txt,121,885
GPT4o,method,BBC33,BBC33U19Test_prompt.txt,173,912
GPT4o,method,BBC33,BBC33U20Test_prompt.txt,172,905
GPT4o,method,BBC33,BBC33U21Test_prompt.txt,121,887
GPT4o,method,BBC33,BBC33U22Test_prompt.txt,209,904
GPT4o,method,BBC33,BBC33U23Test_prompt.txt,186,903
GPT4o,method,BBC33,BBC33U24Test_prompt.txt,266,911
GPT4o,method,BBC33,BBC33U25Test_prompt.txt,171,923
GPT4o,method,BBC33,BBC33U26Test_prompt.txt,124,880
GPT4o,method,BBC33,BBC33U27Test_prompt.txt,294,893
GPT4o,method,BBC33,BBC33U28Test_prompt.txt,216,896
GPT4o,method,BBC33,BBC33U29Test_prompt.txt,123,881
GPT4o,method,BBC33,BBC33U2Test_prompt.txt,759,2158
GPT4o,method,BBC33,BBC33U30Test_prompt.txt,253,896
GPT4o,method,BBC33,BBC33U31Test_prompt.txt,132,886
GPT4o,method,BBC33,BBC33U32Test_prompt.txt,217,917
GPT4o,method,BBC33,BBC33U33Test_prompt.txt,206,902
GPT4o,method,BBC33,BBC33U34Test_prompt.txt,145,925
GPT4o,method,BBC33,BBC33U35Test_prompt.txt,254,906
GPT4o,method,BBC33,BBC33U36Test_prompt.txt,158,938
GPT4o,method,BBC33,BBC33U37Test_prompt.txt,144,923
GPT4o,method,BBC33,BBC33U38Test_prompt.txt,122,922
GPT4o,method,BBC33,BBC33U39Test_prompt.txt,136,928
GPT4o,method,BBC33,BBC33U3Test_prompt.txt,151,895
GPT4o,method,BBC33,BBC33U40Test_prompt.txt,188,894
GPT4o,method,BBC33,BBC33U41Test_prompt.txt,174,910
GPT4o,method,BBC33,BBC33U42Test_prompt.txt,176,910
GPT4o,method,BBC33,BBC33U43Test_prompt.txt,167,910
GPT4o,method,BBC33,BBC33U44Test_prompt.txt,266,915
GPT4o,method,BBC33,BBC33U45Test_prompt.txt,205,915
GPT4o,method,BBC33,BBC33U46Test_prompt.txt,197,915
GPT4o,method,BBC33,BBC33U47Test_prompt.txt,157,887
GPT4o,method,BBC33,BBC33U48Test_prompt.txt,193,894
GPT4o,method,BBC33,BBC33U49Test_prompt.txt,184,879
GPT4o,method,BBC33,BBC33U4Test_prompt.txt,161,896
GPT4o,method,BBC33,BBC33U50Test_prompt.txt,116,884
GPT4o,method,BBC33,BBC33U51Test_prompt.txt,194,881
GPT4o,method,BBC33,BBC33U52Test_prompt.txt,390,877
GPT4o,method,BBC33,BBC33U53Test_prompt.txt,193,878
GPT4o,method,BBC33,BBC33U54Test_prompt.txt,127,881
GPT4o,method,BBC33,BBC33U55Test_prompt.txt,129,888
GPT4o,method,BBC33,BBC33U56Test_prompt.txt,115,882
GPT4o,method,BBC33,BBC33U57Test_prompt.txt,250,885
GPT4o,method,BBC33,BBC33U58Test_prompt.txt,214,888
GPT4o,method,BBC33,BBC33U59Test_prompt.txt,137,883
GPT4o,method,BBC33,BBC33U5Test_prompt.txt,163,897
GPT4o,method,BBC33,BBC33U60Test_prompt.txt,176,879
GPT4o,method,BBC33,BBC33U61Test_prompt.txt,162,883
GPT4o,method,BBC33,BBC33U62Test_prompt.txt,150,883
GPT4o,method,BBC33,BBC33U63Test_prompt.txt,317,890
GPT4o,method,BBC33,BBC33U64Test_prompt.txt,254,884
GPT4o,method,BBC33,BBC33U65Test_prompt.txt,221,890
GPT4o,method,BBC33,BBC33U66Test_prompt.txt,269,891
GPT4o,method,BBC33,BBC33U67Test_prompt.txt,151,883
GPT4o,method,BBC33,BBC33U68Test_prompt.txt,159,883
GPT4o,method,BBC33,BBC33U69Test_prompt.txt,160,883
GPT4o,method,BBC33,BBC33U6Test_prompt.txt,147,885
GPT4o,method,BBC33,BBC33U70Test_prompt.txt,147,883
GPT4o,method,BBC33,BBC33U71Test_prompt.txt,174,887
GPT4o,method,BBC33,BBC33U72Test_prompt.txt,182,879
GPT4o,method,BBC33,BBC33U73Test_prompt.txt,221,890
GPT4o,method,BBC33,BBC33U74Test_prompt.txt,315,890
GPT4o,method,BBC33,BBC33U75Test_prompt.txt,206,890
GPT4o,method,BBC33,BBC33U76Test_prompt.txt,107,890
GPT4o,method,BBC33,BBC33U77Test_prompt.txt,123,896
GPT4o,method,BBC33,BBC33U78Test_prompt.txt,151,884
GPT4o,method,BBC33,BBC33U79Test_prompt.txt,208,895
GPT4o,method,BBC33,BBC33U7Test_prompt.txt,154,873
GPT4o,method,BBC33,BBC33U80Test_prompt.txt,348,904
GPT4o,method,BBC33,BBC33U81Test_prompt.txt,280,897
GPT4o,method,BBC33,BBC33U82Test_prompt.txt,196,905
GPT4o,method,BBC33,BBC33U83Test_prompt.txt,136,917
GPT4o,method,BBC33,BBC33U8Test_prompt.txt,150,888
GPT4o,method,BBC33,BBC33U9Test_prompt.txt,149,881
GPT4o,method,BBC35,BBC35U0Test_prompt.txt,244,1100
GPT4o,method,BBC35,BBC35U1Test_prompt.txt,499,949
GPT4o,method,BBC35,BBC35U2Test_prompt.txt,373,992
GPT4o,method,BBC35,BBC35U3Test_prompt.txt,259,875
GPT4o,method,BBC36,BBC36U108Test_prompt.txt,350,1188
GPT4o,method,BBC36,BBC36U109Test_prompt.txt,279,1569
GPT4o,method,BBC36,BBC36U10Test_prompt.txt,441,1090
GPT4o,method,BBC36,BBC36U110Test_prompt.txt,352,1021
GPT4o,method,BBC36,BBC36U111Test_prompt.txt,355,984
GPT4o,method,BBC36,BBC36U112Test_prompt.txt,409,1328
GPT4o,method,BBC36,BBC36U113Test_prompt.txt,697,1308
GPT4o,method,BBC36,BBC36U114Test_prompt.txt,468,1270
GPT4o,method,BBC36,BBC36U115Test_prompt.txt,666,1287
GPT4o,method,BBC36,BBC36U116Test_prompt.txt,449,1109
GPT4o,method,BBC36,BBC36U117Test_prompt.txt,677,1285
GPT4o,method,BBC36,BBC36U118Test_prompt.txt,289,994
GPT4o,method,BBC36,BBC36U119Test_prompt.txt,746,1085
GPT4o,method,BBC36,BBC36U11Test_prompt.txt,436,1051
GPT4o,method,BBC36,BBC36U120Test_prompt.txt,508,1057
GPT4o,method,BBC36,BBC36U121Test_prompt.txt,548,1228
GPT4o,method,BBC36,BBC36U122Test_prompt.txt,596,1546
GPT4o,method,BBC36,BBC36U123Test_prompt.txt,253,1026
GPT4o,method,BBC36,BBC36U124Test_prompt.txt,968,2198
GPT4o,method,BBC36,BBC36U125Test_prompt.txt,245,1017
GPT4o,method,BBC36,BBC36U126Test_prompt.txt,393,910
GPT4o,method,BBC36,BBC36U127Test_prompt.txt,298,946
GPT4o,method,BBC36,BBC36U128Test_prompt.txt,414,950
GPT4o,method,BBC36,BBC36U129Test_prompt.txt,385,1350
GPT4o,method,BBC36,BBC36U12Test_prompt.txt,561,1044
GPT4o,method,BBC36,BBC36U130Test_prompt.txt,552,956
GPT4o,method,BBC36,BBC36U131Test_prompt.txt,295,943
GPT4o,method,BBC36,BBC36U132Test_prompt.txt,188,899
GPT4o,method,BBC36,BBC36U133Test_prompt.txt,608,1090
GPT4o,method,BBC36,BBC36U134Test_prompt.txt,825,1684
GPT4o,method,BBC36,BBC36U135Test_prompt.txt,248,923
GPT4o,method,BBC36,BBC36U136Test_prompt.txt,136,903
GPT4o,method,BBC36,BBC36U137Test_prompt.txt,456,1262
GPT4o,method,BBC36,BBC36U138Test_prompt.txt,130,899
GPT4o,method,BBC36,BBC36U139Test_prompt.txt,679,1120
GPT4o,method,BBC36,BBC36U13Test_prompt.txt,331,1047
GPT4o,method,BBC36,BBC36U140Test_prompt.txt,154,937
GPT4o,method,BBC36,BBC36U141Test_prompt.txt,617,1076
GPT4o,method,BBC36,BBC36U142Test_prompt.txt,540,1377
GPT4o,method,BBC36,BBC36U143Test_prompt.txt,397,1042
GPT4o,method,BBC36,BBC36U144Test_prompt.txt,767,1179
GPT4o,method,BBC36,BBC36U145Test_prompt.txt,419,1225
GPT4o,method,BBC36,BBC36U146Test_prompt.txt,413,1012
GPT4o,method,BBC36,BBC36U147Test_prompt.txt,611,1157
GPT4o,method,BBC36,BBC36U148Test_prompt.txt,484,940
GPT4o,method,BBC36,BBC36U149Test_prompt.txt,198,952
GPT4o,method,BBC36,BBC36U14Test_prompt.txt,238,973
GPT4o,method,BBC36,BBC36U150Test_prompt.txt,561,1356
GPT4o,method,BBC36,BBC36U151Test_prompt.txt,450,1248
GPT4o,method,BBC36,BBC36U152Test_prompt.txt,380,997
GPT4o,method,BBC36,BBC36U153Test_prompt.txt,633,1405
GPT4o,method,BBC36,BBC36U154Test_prompt.txt,565,1006
GPT4o,method,BBC36,BBC36U155Test_prompt.txt,439,1053
GPT4o,method,BBC36,BBC36U156Test_prompt.txt,426,1580
GPT4o,method,BBC36,BBC36U157Test_prompt.txt,429,1579
GPT4o,method,BBC36,BBC36U158Test_prompt.txt,382,1166
GPT4o,method,BBC36,BBC36U159Test_prompt.txt,501,1678
GPT4o,method,BBC36,BBC36U15Test_prompt.txt,668,1062
GPT4o,method,BBC36,BBC36U160Test_prompt.txt,686,1063
GPT4o,method,BBC36,BBC36U161Test_prompt.txt,541,1544
GPT4o,method,BBC36,BBC36U162Test_prompt.txt,393,1044
GPT4o,method,BBC36,BBC36U163Test_prompt.txt,463,1336
GPT4o,method,BBC36,BBC36U164Test_prompt.txt,566,2001
GPT4o,method,BBC36,BBC36U165Test_prompt.txt,254,1019
GPT4o,method,BBC36,BBC36U166Test_prompt.txt,484,1279
GPT4o,method,BBC36,BBC36U167Test_prompt.txt,515,1044
GPT4o,method,BBC36,BBC36U168Test_prompt.txt,805,1493
GPT4o,method,BBC36,BBC36U169Test_prompt.txt,725,1626
GPT4o,method,BBC36,BBC36U16Test_prompt.txt,382,1047
GPT4o,method,BBC36,BBC36U170Test_prompt.txt,739,1172
GPT4o,method,BBC36,BBC36U171Test_prompt.txt,725,2097
GPT4o,method,BBC36,BBC36U172Test_prompt.txt,268,1019
GPT4o,method,BBC36,BBC36U173Test_prompt.txt,259,951
GPT4o,method,BBC36,BBC36U174Test_prompt.txt,346,1022
GPT4o,method,BBC36,BBC36U175Test_prompt.txt,795,2397
GPT4o,method,BBC36,BBC36U176Test_prompt.txt,245,1019
GPT4o,method,BBC36,BBC36U177Test_prompt.txt,484,1229
GPT4o,method,BBC36,BBC36U178Test_prompt.txt,130,1020
GPT4o,method,BBC36,BBC36U179Test_prompt.txt,515,1044
GPT4o,method,BBC36,BBC36U180Test_prompt.txt,212,1493
GPT4o,method,BBC36,BBC36U181Test_prompt.txt,699,1626
GPT4o,method,BBC36,BBC36U182Test_prompt.txt,382,1153
GPT4o,method,BBC36,BBC36U183Test_prompt.txt,697,2350
GPT4o,method,BBC36,BBC36U184Test_prompt.txt,316,1019
GPT4o,method,BBC36,BBC36U185Test_prompt.txt,515,1044
GPT4o,method,BBC36,BBC36U186Test_prompt.txt,391,962
GPT4o,method,BBC36,BBC36U187Test_prompt.txt,329,1007
GPT4o,method,BBC36,BBC36U188Test_prompt.txt,932,1784
GPT4o,method,BBC36,BBC36U189Test_prompt.txt,190,1019
GPT4o,method,BBC36,BBC36U190Test_prompt.txt,472,1230
GPT4o,method,BBC36,BBC36U191Test_prompt.txt,463,1044
GPT4o,method,BBC36,BBC36U192Test_prompt.txt,649,1493
GPT4o,method,BBC36,BBC36U193Test_prompt.txt,612,1626
GPT4o,method,BBC36,BBC36U194Test_prompt.txt,244,1091
GPT4o,method,BBC36,BBC36U195Test_prompt.txt,664,1586
GPT4o,method,BBC36,BBC36U196Test_prompt.txt,324,1019
GPT4o,method,BBC36,BBC36U197Test_prompt.txt,252,944
GPT4o,method,BBC36,BBC36U198Test_prompt.txt,428,1036
GPT4o,method,BBC36,BBC36U199Test_prompt.txt,203,969
GPT4o,method,BBC36,BBC36U1Test_prompt.txt,1007,2099
GPT4o,method,BBC36,BBC36U200Test_prompt.txt,418,1366
GPT4o,method,BBC36,BBC36U201Test_prompt.txt,786,1345
GPT4o,method,BBC36,BBC36U202Test_prompt.txt,137,954
GPT4o,method,BBC36,BBC36U203Test_prompt.txt,513,1036
GPT4o,method,BBC36,BBC36U204Test_prompt.txt,256,1037
GPT4o,method,BBC36,BBC36U205Test_prompt.txt,404,1421
GPT4o,method,BBC36,BBC36U206Test_prompt.txt,343,928
GPT4o,method,BBC36,BBC36U207Test_prompt.txt,650,1405
GPT4o,method,BBC36,BBC36U208Test_prompt.txt,586,1668
GPT4o,method,BBC36,BBC36U209Test_prompt.txt,590,1811
GPT4o,method,BBC36,BBC36U210Test_prompt.txt,526,1629
GPT4o,method,BBC36,BBC36U211Test_prompt.txt,506,1830
GPT4o,method,BBC36,BBC36U212Test_prompt.txt,565,1632
GPT4o,method,BBC36,BBC36U213Test_prompt.txt,218,965
GPT4o,method,BBC36,BBC36U214Test_prompt.txt,610,1463
GPT4o,method,BBC36,BBC36U215Test_prompt.txt,646,1258
GPT4o,method,BBC36,BBC36U216Test_prompt.txt,417,1029
GPT4o,method,BBC36,BBC36U217Test_prompt.txt,300,1568
GPT4o,method,BBC36,BBC36U218Test_prompt.txt,329,998
GPT4o,method,BBC36,BBC36U219Test_prompt.txt,532,1092
GPT4o,method,BBC36,BBC36U220Test_prompt.txt,803,1603
GPT4o,method,BBC36,BBC36U221Test_prompt.txt,886,2669
GPT4o,method,BBC36,BBC36U222Test_prompt.txt,335,1104
GPT4o,method,BBC36,BBC36U223Test_prompt.txt,854,1656
GPT4o,method,BBC36,BBC36U224Test_prompt.txt,1047,2276
GPT4o,method,BBC36,BBC36U225Test_prompt.txt,384,1652
GPT4o,method,BBC36,BBC36U226Test_prompt.txt,547,1791
GPT4o,method,BBC36,BBC36U227Test_prompt.txt,421,1031
GPT4o,method,BBC36,BBC36U228Test_prompt.txt,608,1581
GPT4o,method,BBC36,BBC36U229Test_prompt.txt,218,969
GPT4o,method,BBC36,BBC36U230Test_prompt.txt,692,6096
GPT4o,method,BBC36,BBC36U231Test_prompt.txt,202,1027
GPT4o,method,BBC36,BBC36U232Test_prompt.txt,550,1263
GPT4o,method,BBC36,BBC36U233Test_prompt.txt,401,1819
GPT4o,method,BBC36,BBC36U234Test_prompt.txt,346,2035
GPT4o,method,BBC36,BBC36U235Test_prompt.txt,462,1044
GPT4o,method,BBC36,BBC36U236Test_prompt.txt,485,1648
GPT4o,method,BBC36,BBC36U237Test_prompt.txt,277,2226
GPT4o,method,BBC36,BBC36U238Test_prompt.txt,523,1051
GPT4o,method,BBC36,BBC36U239Test_prompt.txt,639,1539
GPT4o,method,BBC36,BBC36U240Test_prompt.txt,570,1239
GPT4o,method,BBC36,BBC36U241Test_prompt.txt,280,997
GPT4o,method,BBC36,BBC36U242Test_prompt.txt,362,1303
GPT4o,method,BBC36,BBC36U243Test_prompt.txt,429,1036
GPT4o,method,BBC36,BBC36U244Test_prompt.txt,459,1167
GPT4o,method,BBC36,BBC36U245Test_prompt.txt,548,2166
